Station,Year,Month,Day,Daily Rainfall Total,Highest 30 Min Rainfall,Highest 60 Min Rainfall,Highest 120 Min Rainfall,Mean Temperature,Maximum Temperature,Minimum Temperature,Mean Wind Speed,Max Wind Speed,
Tengah,2004,12,16,9.8,,,,25.7,31.4,23,10.1,,
Tengah,2004,12,17,61,,,,25.8,32.4,23.4,11.6,,
Tengah,2004,12,18,3.8,,,,25.4,30.6,23.6,11.8,,
Tengah,2004,12,19,0,,,,26.3,31.8,22.5,12.8,,
Tengah,2004,12,20,0,,,,,32.4,22.3,12.5,,
Tengah,2004,12,21,0,,,,26.4,32,23.1,16.1,,
Tengah,2004,12,22,0,,,,26.1,31.6,21.8,15,,
Tengah,2004,12,23,0,,,,26.4,32.4,22.1,11.8,,
Tengah,2004,12,24,0,,,,,32.2,23.3,13.4,,
Tengah,2004,12,25,0.1,,,,,32.5,22.9,14.4,,
Tengah,2004,12,26,0,,,,26.3,30.2,24.4,15.5,,
Tengah,2004,12,27,0,,,,,33,22.3,16.5,,
Tengah,2004,12,28,16.8,,,,24,26.7,22.8,8,,
Tengah,2004,12,29,0,,,,23.9,26.3,22.5,13.9,,
Tengah,2004,12,30,7.8,,,,24.2,28.4,23.2,7.9,,
Tengah,2004,12,31,28.8,,,,24.2,26.2,23.2,6,,
Tengah,2005,1,1,33.3,,,,24.5,27.4,23.4,13.8,,
Tengah,2005,1,2,76.8,,,,23.3,26.3,22.8,10.2,,
Tengah,2005,1,3,0.2,,,,24.7,28.9,22.6,13.1,,
Tengah,2005,1,4,8,,,,25.3,29.4,22.9,10.8,,
Tengah,2005,1,5,0.5,,,,,31,22.8,15.5,,
Tengah,2005,1,6,0,,,,25.4,30.2,22.9,14,,
Tengah,2005,1,7,17.4,,,,25.2,29.6,22.1,10.9,,
Tengah,2005,1,8,15.8,,,,23.8,26.5,22.7,10.3,,
Tengah,2005,1,9,2,,,,24.7,28.4,23.2,8,,
Tengah,2005,1,10,0,,,,24.8,27.7,23.4,10.5,,
Tengah,2005,1,11,0,,,,25.7,30.3,23,11.8,,
Tengah,2005,1,12,0,,,,26.8,33,23.9,15,,
Tengah,2005,1,13,0,,,,27,32.4,23.6,17.5,,
Tengah,2005,1,14,0,,,,27,33,23.4,16.8,,
Tengah,2005,1,15,0,,,,26.5,32.3,23.8,18,,
Tengah,2005,1,16,0.5,,,,26.2,31.3,22.8,18.7,,
Tengah,2005,1,17,2.3,,,,25.1,28,23.2,13.9,,
Tengah,2005,1,18,0,,,,25.8,30,23.2,16.3,,
Tengah,2005,1,19,0,,,,25.9,32.3,21.7,14.1,,
Tengah,2005,1,20,0,,,,26,32.5,21,15.1,,
Tengah,2005,1,21,0,,,,26.5,33.4,20.6,12.1,,
Tengah,2005,1,22,0,,,,26.7,32.6,22,14.1,,
Tengah,2005,1,23,0,,,,27.1,33.6,22.5,16.7,,
Tengah,2005,1,24,0,,,,26.7,33.3,22.3,14,,
Tengah,2005,1,25,0,,,,26.8,34,21.2,12.5,,
Tengah,2005,1,26,0,,,,26.7,34.5,20.5,10.5,,
Tengah,2005,1,27,0,,,,27.1,33.9,22.3,10.9,,
Tengah,2005,1,28,0,,,,27,33.2,22.9,10.7,,
Tengah,2005,1,29,0,,,,27.2,33.1,23.1,8.9,,
Tengah,2005,1,30,0,,,,27,33.1,22.3,9.9,,
Tengah,2005,1,31,0,,,,27.2,33.8,22.3,11,,
Tengah,2005,2,1,0.2,,,,27.4,33.1,23.5,11.8,,
Tengah,2005,2,2,0,,,,27.5,33.4,23.3,11,,
Tengah,2005,2,3,0,,,,28,34.4,23.7,14.1,,
Tengah,2005,2,4,0,,,,27.9,34.7,24.5,13.1,,
Tengah,2005,2,5,0,,,,27.6,34.3,23.3,10.8,,
Tengah,2005,2,6,0,,,,,33.4,22.7,11,,
Tengah,2005,2,7,0,,,,27.2,34.7,21.2,15.5,,
Tengah,2005,2,8,0,,,,27.9,34.9,23.1,14.5,,
Tengah,2005,2,9,0,,,,27.9,35.5,22.3,11.2,,
Tengah,2005,2,10,2,,,,27.9,34.7,23.9,14.4,,
Tengah,2005,2,11,0,,,,28.1,34.5,24.4,18.1,,
Tengah,2005,2,12,0,,,,28.2,34.7,23.7,16.6,,
Tengah,2005,2,13,0,,,,28.1,34.6,23.9,16.2,,
Tengah,2005,2,14,0,,,,28.1,34.5,23.9,13.5,,
Tengah,2005,2,15,0,,,,28.5,35,24.3,15.5,,
Tengah,2005,2,16,0,,,,28.4,34.2,24.3,10.1,,
Tengah,2005,2,17,0.7,,,,28.1,35.1,24.1,10.4,,
Tengah,2005,2,18,5,,,,27.7,35.4,23.9,8,,
Tengah,2005,2,19,0,,,,28.3,35.7,23.5,12,,
Tengah,2005,2,20,0,,,,27.5,35.1,22.3,12.6,,
Tengah,2005,2,21,0,,,,28.4,35.4,24.3,17.5,,
Tengah,2005,2,22,0,,,,,35.5,22.8,17.6,,
Tengah,2005,2,23,0,,,,28.8,36,23.4,11.7,,
Tengah,2005,2,24,2.8,,,,28.3,35.5,25.2,11.2,,
Tengah,2005,2,25,0,,,,28.9,34.6,24.7,9,,
Tengah,2005,2,26,19.2,,,,,34.9,23.6,9.1,,
Tengah,2005,2,27,7.8,,,,26.7,33,24.2,7,,
Tengah,2005,2,28,3.3,,,,27,35.1,23.8,8,,
Tengah,2005,3,1,21.8,,,,27.5,34,22.3,13.9,,
Tengah,2005,3,2,2.3,,,,26.9,30.6,23,6.5,,
Tengah,2005,3,3,2.4,,,,,32.9,23.7,8.8,,
Tengah,2005,3,4,0,,,,27.6,34.3,23.2,17,,
Tengah,2005,3,5,0.1,,,,28.2,34.1,24.2,20.1,,
Tengah,2005,3,6,19,,,,26.1,30.5,23.8,12.8,,
Tengah,2005,3,7,0,,,,27,32.7,23.5,17.6,,
Tengah,2005,3,8,0,,,,27.5,33.6,23.2,16.1,,
Tengah,2005,3,9,0,,,,27.6,34.5,21.8,13.2,,
Tengah,2005,3,10,0.2,,,,27.6,34.6,23,10.6,,
Tengah,2005,3,11,0,,,,27.4,33.4,23.7,7,,
Tengah,2005,3,12,3.2,,,,27.6,35.2,23.7,8.3,,
Tengah,2005,3,13,0,,,,28.3,35.4,24.3,11.5,,
Tengah,2005,3,14,0,,,,28.5,35.5,23.6,15.5,,
Tengah,2005,3,15,0,,,,28.5,33.8,24.4,15,,
Tengah,2005,3,16,0,,,,28.7,34.5,25,17.2,,
Tengah,2005,3,17,0,,,,29,35.2,25.2,17,,
Tengah,2005,3,18,0,,,,28.7,34.5,25.1,17.9,,
Tengah,2005,3,19,0,,,,28.3,34.3,24.5,15.7,,
Tengah,2005,3,20,0,,,,28.6,34.5,24.1,9.3,,
Tengah,2005,3,21,0,,,,28.6,35.3,24.6,13.9,,
Tengah,2005,3,22,0.3,,,,28,35,25,10.4,,
Tengah,2005,3,23,1,,,,27.1,34.2,23.6,6.4,,
Tengah,2005,3,24,0,,,,28.1,33.3,24.6,9.1,,
Tengah,2005,3,25,4,,,,28.1,35.5,23.8,11,,
Tengah,2005,3,26,5.7,,,,,33.6,24.3,8,,
Tengah,2005,3,27,18.6,,,,26.3,34.8,23.1,8.3,,
Tengah,2005,3,28,0,,,,26.6,30.7,23.8,7.3,,
Tengah,2005,3,29,0.2,,,,26.7,30.7,24.1,6.4,,
Tengah,2005,3,30,2.2,,,,27.7,34.1,24.6,5.9,,
Tengah,2005,3,31,23.7,,,,26,30.4,24.1,4.7,,
Tengah,2005,4,1,0,,,,27.7,32.6,24.1,5.8,,
Tengah,2005,4,2,2.2,,,,25.6,28.1,24.2,7.5,,
Tengah,2005,4,3,2.2,,,,,34.5,24.5,8.2,,
Tengah,2005,4,4,71.3,,,,24.3,26.5,22.1,7.2,,
Tengah,2005,4,5,0,,,,26.4,33.2,23.2,10.6,,
Tengah,2005,4,6,12.8,,,,26.5,33.6,22.5,8,,
Tengah,2005,4,7,0,,,,,34.8,23.7,8.1,,
Tengah,2005,4,8,3.7,,,,,34,24.3,7.6,,
Tengah,2005,4,9,0,,,,26.7,32.4,22.7,7.2,,
Tengah,2005,4,10,0,,,,28.5,35.3,23.2,8.3,,
Tengah,2005,4,11,0.5,,,,,31.6,23.3,6.5,,
Tengah,2005,4,12,11,,,,27.3,35.4,22,7.2,,
Tengah,2005,4,13,1.7,,,,,34.7,24.2,7.6,,
Tengah,2005,4,14,0,,,,27.5,33.9,23.5,12.4,,
Tengah,2005,4,15,0.8,,,,26.2,33.6,22.9,7.9,,
Tengah,2005,4,16,49.6,,,,26.1,32.3,23.1,6.8,,
Tengah,2005,4,17,0,,,,26.9,32.4,23.6,8.3,,
Tengah,2005,4,18,0,,,,26.9,32.5,24.6,6.3,,
Tengah,2005,4,19,0,,,,28.7,34.2,24.7,11.5,,
Tengah,2005,4,20,0,,,,28.2,35.4,22.5,10.5,,
Tengah,2005,4,21,8.4,,,,27.5,33.6,23.5,6.3,,
Tengah,2005,4,22,0.3,,,,28.3,36.1,24,8.1,,
Tengah,2005,4,23,0,,,,29.1,35.4,24.4,7.6,,
Tengah,2005,4,24,1.9,,,,27.4,32.6,25,6.9,,
Tengah,2005,4,25,0,,,,28.8,34.8,24.5,6,,
Tengah,2005,4,26,0,,,,29.3,34.4,25.1,7.2,,
Tengah,2005,4,27,0,,,,,34,25.5,6.9,,
Tengah,2005,4,28,87,,,,28,34,23.6,5.4,,
Tengah,2005,4,29,1.7,,,,28.5,34.4,25.1,6,,
Tengah,2005,4,30,0,,,,29.2,35,24.7,9,,
Tengah,2005,5,1,0.8,,,,27.8,33.4,24.7,7.1,,
Tengah,2005,5,2,3.5,,,,28.5,34.5,24.5,6.1,,
Tengah,2005,5,3,2.8,,,,28.3,35.7,24,6.3,,
Tengah,2005,5,4,0,,,,28.4,34.4,24.2,6.8,,
Tengah,2005,5,5,10,,,,,34,24,6.2,,
Tengah,2005,5,6,21.2,,,,26.2,31.2,24.1,5.3,,
Tengah,2005,5,7,13,,,,28.6,33.4,24.5,9.4,,
Tengah,2005,5,8,58,,,,25.6,27.7,23.4,5.7,,
Tengah,2005,5,9,0,,,,28.4,33.8,23.7,7.6,,
Tengah,2005,5,10,12.2,,,,26.1,30,23.8,4.2,,
Tengah,2005,5,11,35.7,,,,28.8,33.7,25.3,8,,
Tengah,2005,5,12,1.6,,,,26.2,30,22.3,7.8,,
Tengah,2005,5,13,0,,,,,33.9,25,8.1,,
Tengah,2005,5,14,4.9,,,,,33.8,25.8,8.7,,
Tengah,2005,5,15,29.8,,,,,32.7,24.7,8.9,,
Tengah,2005,5,16,1,,,,27.6,32.8,23.3,6.3,,
Tengah,2005,5,17,33,,,,,29.5,23.5,6.3,,
Tengah,2005,5,18,0.5,,,,28,32.6,24.4,9.6,,
Tengah,2005,5,19,3,,,,26.5,31.6,24.7,7.2,,
Tengah,2005,5,20,0,,,,27.5,33.8,23.8,7.1,,
Tengah,2005,5,21,91.1,,,,25.8,33.3,23.4,6.5,,
Tengah,2005,5,22,0,,,,27.7,33.6,23,7.2,,
Tengah,2005,5,23,0,,,,,33.8,24.5,7.8,,
Tengah,2005,5,24,71,,,,26.4,32.7,23.9,6,,
Tengah,2005,5,25,5.9,,,,26.3,31,22.9,7.6,,
Tengah,2005,5,26,4.6,,,,26.7,31.5,24,5.5,,
Tengah,2005,5,27,91.7,,,,,30.7,23.2,5.8,,
Tengah,2005,5,28,0.2,,,,28.1,34.6,23.7,6.5,,
Tengah,2005,5,29,60,,,,25.3,31,22.5,6.4,,
Tengah,2005,5,30,0,,,,27.3,32.5,23.2,7.3,,
Tengah,2005,5,31,0,,,,28,33.3,24.4,7.5,,
Tengah,2005,6,1,2.8,,,,27.4,32.9,24.4,6.5,,
Tengah,2005,6,2,0,,,,28.8,34.4,24.4,8.3,,
Tengah,2005,6,3,0,,,,,34.3,24.8,9.8,,
Tengah,2005,6,4,0,,,,,33.7,25.2,8.6,,
Tengah,2005,6,5,0,,,,27.8,32.6,24,9.1,,
Tengah,2005,6,6,0,,,,28.1,33.2,24.7,7.4,,
Tengah,2005,6,7,4.3,,,,27.9,33.1,24.2,9.2,,
Tengah,2005,6,8,0.6,,,,,29.6,24.4,9.2,,
Tengah,2005,6,9,0.1,,,,28.6,33.3,25.2,13.5,,
Tengah,2005,6,10,0.2,,,,,34,25.1,7.6,,
Tengah,2005,6,11,0.4,,,,28.2,32.4,24.9,5.8,,
Tengah,2005,6,12,0,,,,27.8,32.3,25.3,10.2,,
Tengah,2005,6,13,16.1,,,,,32.1,24,5.6,,
Tengah,2005,6,14,0,,,,,32.4,24.9,7.2,,
Tengah,2005,6,15,14,,,,25.9,29.4,23,7.6,,
Tengah,2005,6,16,0,,,,28.2,33.1,25,6.2,,
Tengah,2005,6,17,3.7,,,,27.5,33,25,4.3,,
Tengah,2005,6,18,0,,,,28.5,34.5,22.9,6.4,,
Tengah,2005,6,19,0.2,,,,29,34.5,24.1,7.1,,
Tengah,2005,6,20,10.8,,,,28.4,33.9,23.7,8.7,,
Tengah,2005,6,21,0.3,,,,26.3,28.3,22.9,4.7,,
Tengah,2005,6,22,0,,,,27.3,30.7,24.4,5.6,,
Tengah,2005,6,23,8.6,,,,28.6,33.6,25.3,6.9,,
Tengah,2005,6,24,3.1,,,,26.9,30.8,22.9,6.1,,
Tengah,2005,6,25,5.5,,,,27.3,30.7,24,10,,
Tengah,2005,6,26,0,,,,26.7,30,23,6.7,,
Tengah,2005,6,27,0,,,,27.1,31.6,24.3,8.2,,
Tengah,2005,6,28,0,,,,27.8,33,23.8,8.5,,
Tengah,2005,6,29,0.3,,,,27.1,32.3,24.6,9.5,,
Tengah,2005,6,30,1,,,,,31.8,24.2,10,,
Tengah,2005,7,1,0,,,,28.2,33.6,23.7,10.8,,
Tengah,2005,7,2,0,,,,28.7,33.2,25.4,10.2,,
Tengah,2005,7,3,12,,,,28.1,32.9,23.7,8.8,,
Tengah,2005,7,4,0,,,,26.8,30.7,21.7,12.2,,
Tengah,2005,7,5,0,,,,,33.6,23.9,10,,
Tengah,2005,7,6,0,,,,28.2,32.7,24.4,9.8,,
Tengah,2005,7,7,0,,,,27.8,32.9,24.5,9,,
Tengah,2005,7,8,0,,,,27,33.4,23.9,8.4,,
Tengah,2005,7,9,0,,,,28.5,34.3,23.5,7.2,,
Tengah,2005,7,10,2.9,,,,,34.2,23.3,6.7,,
Tengah,2005,7,11,5,,,,,31.2,22.7,5.3,,
Tengah,2005,7,12,6.9,,,,,29.4,23.3,5.3,,
Tengah,2005,7,13,0,,,,,32.9,23.3,7.1,,
Tengah,2005,7,14,18.9,,,,,33.1,23.8,5.3,,
Tengah,2005,7,15,23.7,,,,,30.8,23.1,6.8,,
Tengah,2005,7,16,2.8,,,,,29.5,22.5,7.3,,
Tengah,2005,7,17,0.1,,,,,30.5,24,7.2,,
Tengah,2005,7,18,73.8,,,,,29.7,23.2,5.5,,
Tengah,2005,7,19,8.2,,,,,27.2,23,5.2,,
Tengah,2005,7,20,0,,,,,31.2,23.4,9.9,,
Tengah,2005,7,21,0,,,,,30.6,23.7,7.5,,
Tengah,2005,7,22,0,,,,,31.8,24,7.3,,
Tengah,2005,7,23,2.2,,,,,31.2,23.7,6,,
Tengah,2005,7,24,31.6,,,,,31.3,23.5,5.9,,
Tengah,2005,7,25,73.6,,,,,32.2,24.2,7.6,,
Tengah,2005,7,26,0.7,,,,,28.2,22.7,7.7,,
Tengah,2005,7,27,0,,,,,31.6,23.1,8.3,,
Tengah,2005,7,28,0,,,,,32.9,24,9.3,,
Tengah,2005,7,29,0,,,,,32.9,24.1,8.6,,
Tengah,2005,7,30,32.3,,,,,29.4,23.3,6,,
Tengah,2005,7,31,0,,,,,32.6,22.8,8.7,,
Tengah,2005,8,1,0,,,,,33.8,24,5.9,,
Tengah,2005,8,2,12.8,,,,,31.7,23,5.6,,
Tengah,2005,8,3,4.7,,,,,30.3,22.7,4.6,,
Tengah,2005,8,4,35,,,,24.8,27.1,22.5,4.7,,
Tengah,2005,8,5,0,,,,27.8,32.4,23.1,9.6,,
Tengah,2005,8,6,0,,,,,32.4,24.1,12.4,,
Tengah,2005,8,7,0,,,,,33.3,25.1,11.3,,
Tengah,2005,8,8,0.1,,,,27.9,31,25.1,9.6,,
Tengah,2005,8,9,0,,,,28.1,31.5,24.6,12.4,,
Tengah,2005,8,10,0,,,,28.6,33.9,24.7,9.6,,
Tengah,2005,8,11,1.8,,,,27.7,31.6,24.8,8.7,,
Tengah,2005,8,12,0,,,,26.9,29.5,23.3,14.4,,
Tengah,2005,8,13,0,,,,28.2,31.9,25.4,11.2,,
Tengah,2005,8,14,3.9,,,,27.9,33,24.4,9,,
Tengah,2005,8,15,0,,,,,33.9,23.4,8.9,,
Tengah,2005,8,16,0,,,,27.8,33.8,24.3,8.1,,
Tengah,2005,8,17,9.5,,,,27.1,33,24.2,6.2,,
Tengah,2005,8,18,7.5,,,,25.3,26.8,23.2,8.4,,
Tengah,2005,8,19,0,,,,28.3,33,23.6,10.6,,
Tengah,2005,8,20,27.6,,,,26.1,28.6,23.3,5.6,,
Tengah,2005,8,21,2.5,,,,,29,23.3,6.1,,
Tengah,2005,8,22,0,,,,,31.8,23.8,9,,
Tengah,2005,8,23,60,,,,,29.2,22.2,4.6,,
Tengah,2005,8,24,0,,,,,32.5,22.8,7.5,,
Tengah,2005,8,25,0.3,,,,,33.7,23.3,8.2,,
Tengah,2005,8,26,0,,,,27.9,31.7,23.6,11.7,,
Tengah,2005,8,27,0,,,,27.6,31.7,22.5,8.1,,
Tengah,2005,8,28,0,,,,28.2,32.8,23.6,9.4,,
Tengah,2005,8,29,0.4,,,,29,33.2,24.6,10.6,,
Tengah,2005,8,30,17.9,,,,26.9,30.1,23.5,6.7,,
Tengah,2005,8,31,0,,,,28.5,33.2,23.6,11.2,,
Tengah,2005,9,1,0,,,,28.5,32.8,24.2,12,,
Tengah,2005,9,2,5.4,,,,26.9,30.3,24.6,6.8,,
Tengah,2005,9,3,3.2,,,,27.6,31.6,24.6,9.4,,
Tengah,2005,9,4,24.2,,,,26.1,31.2,23.2,6.3,,
Tengah,2005,9,5,0,,,,28.2,33,23.4,10.4,,
Tengah,2005,9,6,0,,,,29.3,33.5,24.6,10.1,,
Tengah,2005,9,7,57.8,,,,29.5,33.1,26.2,9.6,,
Tengah,2005,9,8,0,,,,27.6,31.8,23.6,6.7,,
Tengah,2005,9,9,0,,,,29.1,33.8,25.3,8.3,,
Tengah,2005,9,10,0,,,,27.8,33.2,24.2,7.4,,
Tengah,2005,9,11,0,,,,28.1,33.5,24.1,7.1,,
Tengah,2005,9,12,0.1,,,,,31.9,24.4,5.7,,
Tengah,2005,9,13,12.5,,,,27.3,31.9,23.4,8,,
Tengah,2005,9,14,0,,,,28.1,32.7,23.5,8,,
Tengah,2005,9,15,2.5,,,,28.4,33.9,24.3,7.4,,
Tengah,2005,9,16,0.1,,,,27.7,31.8,23.4,9.6,,
Tengah,2005,9,17,17.5,,,,28.8,33.7,24.7,10.2,,
Tengah,2005,9,18,1.2,,,,,31,21.7,7.7,,
Tengah,2005,9,19,54.5,,,,,31.1,22.1,6.3,,
Tengah,2005,9,20,13.8,,,,26.5,31.3,23.3,7.4,,
Tengah,2005,9,21,5.9,,,,26.4,31.4,22.8,7.4,,
Tengah,2005,9,22,16.5,,,,25.1,32.4,23.2,5.1,,
Tengah,2005,9,23,0,,,,26.9,32.8,22.5,8.6,,
Tengah,2005,9,24,0,,,,,33,22.8,8.7,,
Tengah,2005,9,25,4,,,,27.2,32.3,23,11.1,,
Tengah,2005,9,26,0,,,,28.4,33,24,12.7,,
Tengah,2005,9,27,0,,,,28.6,32.5,25,11.2,,
Tengah,2005,9,28,21.1,,,,26.6,32.3,24,6.2,,
Tengah,2005,9,29,20,,,,26.4,32,23.4,5.5,,
Tengah,2005,9,30,10,,,,,33.4,23.5,5.6,,
Tengah,2005,10,1,0,,,,,33.3,22.9,7.8,,
Tengah,2005,10,2,3.9,,,,,30.7,23.4,7.7,,
Tengah,2005,10,3,37.8,,,,,31.8,22.4,7.1,,
Tengah,2005,10,4,59.4,,,,27.4,32.5,22.9,7.8,,
Tengah,2005,10,5,0,,,,26.7,31,22.9,5.5,,
Tengah,2005,10,6,0.5,,,,,33.2,23.3,7.5,,
Tengah,2005,10,7,0,,,,28,32.5,24.3,9.2,,
Tengah,2005,10,8,4.5,,,,26.8,31,24,5,,
Tengah,2005,10,9,0.5,,,,28.2,33.1,24.4,9,,
Tengah,2005,10,10,0,,,,28.7,33.7,24.2,9,,
Tengah,2005,10,11,0,,,,28.9,33.6,23.9,9.1,,
Tengah,2005,10,12,10.4,,,,27.7,32.7,24.8,7,,
Tengah,2005,10,13,2.1,,,,26.5,29.4,24.5,6.1,,
Tengah,2005,10,14,4.3,,,,25.6,31,23.5,6.5,,
Tengah,2005,10,15,0,,,,27.1,32.4,23.6,6.5,,
Tengah,2005,10,16,132.6,,,,,29.5,22.6,7.9,,
Tengah,2005,10,17,0,,,,,29.2,22.4,4.7,,
Tengah,2005,10,18,1.4,,,,26.9,32.9,23,7.4,,
Tengah,2005,10,19,1.2,,,,25.7,30.3,23.7,8,,
Tengah,2005,10,20,2.6,,,,25.4,28.2,22.7,7.1,,
Tengah,2005,10,21,1.1,,,,27.5,32.7,24.3,8.2,,
Tengah,2005,10,22,3.6,,,,27,31.7,23.1,6.4,,
Tengah,2005,10,23,0,,,,26.3,30.7,23.7,6.8,,
Tengah,2005,10,24,5.5,,,,27.3,32.6,24.1,5.7,,
Tengah,2005,10,25,37.1,,,,25.7,32.2,23.2,6.6,,
Tengah,2005,10,26,1,,,,,28.2,23.4,7.5,,
Tengah,2005,10,27,17.5,,,,26.5,30.8,23.7,6.9,,
Tengah,2005,10,28,0,,,,,32.5,23.4,8.2,,
Tengah,2005,10,29,0,,,,27.6,32.6,23.4,6.8,,
Tengah,2005,10,30,0,,,,,33.7,24.5,7.9,,
Tengah,2005,10,31,1.6,,,,27.4,31.5,25,8.3,,
Tengah,2005,11,1,2.1,,,,28.2,33.2,23.6,9.4,,
Tengah,2005,11,2,4.4,,,,,32.4,24.7,9.5,,
Tengah,2005,11,3,20.7,,,,26.5,30.2,23.9,8.6,,
Tengah,2005,11,4,2.3,,,,25.7,28.8,22.6,5.8,,
Tengah,2005,11,5,7,,,,27,31.3,24.5,7.3,,
Tengah,2005,11,6,0.4,,,,26.6,30.7,22.3,7.5,,
Tengah,2005,11,7,0,,,,,32.6,23.8,6.9,,
Tengah,2005,11,8,0,,,,,33.5,23.8,7.7,,
Tengah,2005,11,9,2.1,,,,26.7,33,24,6,,
Tengah,2005,11,10,0.9,,,,26.4,30.4,24.2,5.9,,
Tengah,2005,11,11,7.3,,,,27.5,32.2,23.9,9.3,,
Tengah,2005,11,12,0,,,,,33.1,22.7,8.3,,
Tengah,2005,11,13,0,,,,28,32.8,24.3,8.3,,
Tengah,2005,11,14,0,,,,27.4,31.5,24.2,6.8,,
Tengah,2005,11,15,0,,,,,30.2,24.2,8.1,,
Tengah,2005,11,16,69.5,,,,27.1,33.6,23.2,8,,
Tengah,2005,11,17,0,,,,26.5,31.3,23.3,6.1,,
Tengah,2005,11,18,1.7,,,,26.9,31.9,23.9,9.4,,
Tengah,2005,11,19,2.5,,,,,30.2,23.9,5.7,,
Tengah,2005,11,20,0.2,,,,25.8,29.3,23.2,9.9,,
Tengah,2005,11,21,6,,,,24.2,26,22.7,8.1,,
Tengah,2005,11,22,45.4,,,,,24.3,22.7,7,,
Tengah,2005,11,23,0,,,,24.7,28.3,22.6,8.1,,
Tengah,2005,11,24,3.8,,,,27.3,33,22.7,7.3,,
Tengah,2005,11,25,1,,,,25.7,29.7,22.3,5.6,,
Tengah,2005,11,26,0.2,,,,,31.5,23.6,6.4,,
Tengah,2005,11,27,0,,,,26.4,30.5,23.1,7.5,,
Tengah,2005,11,28,0,,,,26.3,30,23.4,6.6,,
Tengah,2005,11,29,17.5,,,,26.3,31.6,24,8.6,,
Tengah,2005,11,30,0,,,,25.3,29.2,23.5,8.2,,
Tengah,2005,12,1,2.6,,,,26.1,30.5,23.4,10,,
Tengah,2005,12,2,7.8,,,,26.7,32,23.2,12.3,,
Tengah,2005,12,3,0,,,,26.3,31.3,23.2,7.4,,
Tengah,2005,12,4,7,,,,28.2,33.6,23.7,7.7,,
Tengah,2005,12,5,0,,,,26.2,30.4,23.8,7.6,,
Tengah,2005,12,6,0,,,,27.7,33.5,23.8,7.5,,
Tengah,2005,12,7,22.1,,,,26.8,31.8,23.5,8.6,,
Tengah,2005,12,8,0.6,,,,26.8,32.3,23,8.4,,
Tengah,2005,12,9,0.7,,,,,30.8,23.4,6.2,,
Tengah,2005,12,10,4.4,,,,26.1,32.2,23.1,8.9,,
Tengah,2005,12,11,0.1,,,,25.9,30.2,22.2,5.2,,
Tengah,2005,12,12,2.2,,,,27.7,33.1,24,9,,
Tengah,2005,12,13,4.2,,,,,31.9,24.4,7,,
Tengah,2005,12,14,0,,,,26.5,30.5,23.3,11.3,,
Tengah,2005,12,15,0,,,,28,32.6,25,12.3,,
Tengah,2005,12,16,0,,,,28.3,34,23.4,9.5,,
Tengah,2005,12,17,0.7,,,,26.7,32.2,24.3,10,,
Tengah,2005,12,18,3.2,,,,25.7,29.7,23.5,8.7,,
Tengah,2005,12,19,0,,,,26.3,31.3,23.2,13.9,,
Tengah,2005,12,20,2.2,,,,26.5,30.6,23.9,9.7,,
Tengah,2005,12,21,0,,,,27.1,32.3,23.1,6.7,,
Tengah,2005,12,22,4.1,,,,25.1,30.2,23.5,5.7,,
Tengah,2005,12,23,0.4,,,,25.2,27.9,23.5,6.3,,
Tengah,2005,12,24,65.4,,,,25.4,30.7,23,7.9,,
Tengah,2005,12,25,0.4,,,,26,31.4,21.9,6.4,,
Tengah,2005,12,26,0,,,,26.4,30,24,8.1,,
Tengah,2005,12,27,5.2,,,,26,31.8,23.3,9.1,,
Tengah,2005,12,28,3,,,,25.9,30.5,23.4,11.5,,
Tengah,2005,12,29,2,,,,,30,22.8,10.3,,
Tengah,2005,12,30,0,,,,26.5,33,22.4,8.6,,
Tengah,2005,12,31,62.9,,,,25.5,32.6,22.9,7.3,,
Tengah,2006,1,1,15.6,,,,25.2,31.5,23.6,8.8,,
Tengah,2006,1,2,6.2,,,,25.2,28.7,23,9.6,,
Tengah,2006,1,3,0,,,,26.9,32.5,22.9,7.6,,
Tengah,2006,1,4,43,,,,24.6,29.9,22,6.7,,
Tengah,2006,1,5,49.8,,,,24.7,31.3,22.2,11.4,,
Tengah,2006,1,6,26.3,,,,,29.3,22.3,11.1,,
Tengah,2006,1,7,81.4,,,,,28.4,23.1,8.2,,
Tengah,2006,1,8,95.5,,,,23.6,24.6,23.2,9.1,,
Tengah,2006,1,9,50.3,,,,24.1,28,22.8,9.3,,
Tengah,2006,1,10,32.4,,,,23.8,25.3,23.2,9.2,,
Tengah,2006,1,11,35.2,,,,24.8,28.8,23.1,11.3,,
Tengah,2006,1,12,11,,,,23,25.2,22.1,7.3,,
Tengah,2006,1,13,1.8,,,,25.3,31.9,21.2,10.4,,
Tengah,2006,1,14,0,,,,26.3,32.3,22.2,11.5,,
Tengah,2006,1,15,0,,,,26.4,31.4,23,10.8,,
Tengah,2006,1,16,0,,,,26.5,31.8,22.5,8.4,,
Tengah,2006,1,17,26.6,,,,25,30.7,23,6.5,,
Tengah,2006,1,18,23.2,,,,,31.4,22.9,6,,
Tengah,2006,1,19,0,,,,26.4,31,22.8,6.3,,
Tengah,2006,1,20,0,,,,26.9,31.8,23.3,7.6,,
Tengah,2006,1,21,11.5,,,,26.2,32.2,22.3,8.1,,
Tengah,2006,1,22,8.3,,,,,32.4,22.3,8,,
Tengah,2006,1,23,0,,,,26.4,31.5,23.7,13,,
